,symbol,sector,industry
3853,VSM,NULL,NULL
3854,VST,Utilities,Utilities - Independent Power Producers
3855,VSTM,Healthcare,Biotechnology
3856,VSTO,Consumer Cyclical,Leisure
3857,VTL,NULL,NULL
3858,VTNR,Industrials,Waste Management
3859,VTR,Real Estate,REIT - Healthcare Facilities
3860,VTSI,Industrials,Aerospace & Defense
3861,VUZI,Technology,Consumer Electronics
3862,VVC,NULL,NULL
3863,VVI,Industrials,Business Services
3864,VVUS,Healthcare,Biotechnology
3865,VVV,Energy,Oil & Gas Refining & Marketing
3866,VYGR,Healthcare,Biotechnology
3867,VZ,Communication Services,Telecom Services
3868,W,Consumer Cyclical,Specialty Retail
3869,WAAS,Utilities,Utilities - Regulated Water
3870,WAB,Industrials,Railroads
3871,WABC,Financial Services,Banks - Regional - US
3872,WAFD,Financial Services,Savings & Cooperative Banks
3873,WAGE,NULL,NULL
3874,WAIR,Industrials,Industrial Distribution
3875,WAL,Financial Services,Banks - Regional - US
3876,WASH,Financial Services,Banks - Regional - US
3877,WAT,Healthcare,Diagnostics & Research
3878,WATT,Technology,Electronic Components
3879,WB,Technology,Internet Content & Information
3880,WBA,Consumer Defensive,Pharmaceutical Retailers
3881,WBAI,Consumer Cyclical,Gambling
3882,WBC,Consumer Cyclical,Auto Parts
3883,WBS,Financial Services,Banks - Regional - US
3884,WBT,Industrials,Diversified Industrials
3885,WCC,Industrials,Industrial Distribution
3886,WCG,Healthcare,Health Care Plans
3887,WCN,Industrials,Waste Management
3888,WD,Financial Services,Specialty Finance
3889,WDAY,Technology,Software - Application
3890,WDC,Technology,Data Storage
3891,WDFC,Basic Materials,Specialty Chemicals
3892,WDR,Financial Services,Asset Management
3893,WEC,Utilities,Utilities - Regulated Electric
3894,WELL,Real Estate,REIT - Healthcare Facilities
3895,WEN,Consumer Cyclical,Restaurants
3896,WERN,Industrials,Trucking
3897,WES,Energy,Oil & Gas Midstream
3898,WETF,Financial Services,Asset Management
3899,WEX,Technology,Software - Infrastructure
3900,WEYS,Consumer Cyclical,Footwear & Accessories
3901,WFC,Financial Services,Banks - Global
3902,WFT,NULL,NULL
3903,WGO,Consumer Cyclical,Recreational Vehicles
3904,WGP,NULL,NULL
3905,WH,Consumer Cyclical,Lodging
3906,WHD,Energy,Oil & Gas Equipment & Services
3907,WHF,Financial Services,Asset Management
3908,WHLM,Industrials,Business Services
3909,WHLR,Real Estate,REIT - Retail
3910,WHR,Consumer Cyclical,Home Furnishings & Fixtures
3911,WIFI,Communication Services,Telecom Services
3912,WIN,NULL,NULL
3913,WING,Consumer Cyclical,Restaurants
3914,WIRE,Technology,Electronic Components
3915,WIT,Technology,Information Technology Services
3916,WIX,Technology,Internet Content & Information
3917,WK,Technology,Software - Application
3918,WKHS,Consumer Cyclical,Auto Parts
3919,WLDN,Industrials,Engineering & Construction
3920,WLH,Consumer Cyclical,Residential Construction
3921,WLK,Basic Materials,Specialty Chemicals
3922,WLKP,Basic Materials,Chemicals
3923,WLL,Energy,Oil & Gas E&P
3924,WLTW,Financial Services,Insurance Brokers
3925,WM,Industrials,Waste Management
3926,WMB,Energy,Oil & Gas Midstream
3927,WMC,Real Estate,REIT - Diversified
3928,WMGI,Healthcare,Medical Devices
3929,WMS,Consumer Cyclical,Rubber & Plastics
3930,WMT,Consumer Defensive,Discount Stores
3931,WNC,Industrials,Truck Manufacturing
3932,WNS,Industrials,Business Services
3933,WOR,Basic Materials,Steel
3934,WOW,Communication Services,Pay TV
3935,WP,NULL,NULL
3936,WPC,Real Estate,REIT - Diversified
3937,WPG,Real Estate,REIT - Retail
3938,WPM,Basic Materials,Silver
3939,WPP,Consumer Cyclical,Advertising Agencies
3940,WPRT,Consumer Cyclical,Auto Parts
3941,WPX,Energy,Oil & Gas E&P
3942,WRB,Financial Services,Insurance - Property & Casualty
3943,WRE,Real Estate,REIT - Office
3944,WRI,Real Estate,REIT - Retail
3945,WRK,Consumer Cyclical,Packaging & Containers
3946,WRLD,Financial Services,Credit Services
3947,WSBC,Financial Services,Banks - Regional - US
3948,WSBF,Financial Services,Savings & Cooperative Banks
3949,WSC,Industrials,Rental & Leasing Services
3950,WSFS,Financial Services,Banks - Regional - US
3951,WSM,Consumer Cyclical,Specialty Retail
3952,WSO,Industrials,Industrial Distribution
3953,WSR,Real Estate,REIT - Retail
3954,WST,Healthcare,Medical Instruments & Supplies
3955,WSTG,Technology,Computer Distribution
3956,WSTL,Technology,Communication Equipment
3957,WTBA,Financial Services,Banks - Regional - US
3958,WTFC,Financial Services,Banks - Regional - US
3959,WTI,Energy,Oil & Gas E&P
3960,WTM,Financial Services,Insurance - Property & Casualty
3961,WTR,Utilities,Utilities - Regulated Water
3962,WTRE,Financial Services,Insurance - Diversified
3963,WTRH,Consumer Cyclical,Restaurants
3964,WTS,Industrials,Diversified Industrials
3965,WTTR,Industrials,Pollution & Treatment Controls
3966,WTW,NULL,NULL
3967,WU,Financial Services,Credit Services
3968,WUBA,Technology,Internet Content & Information
3969,WW,Consumer Cyclical,Personal Services
3970,WWD,Industrials,Aerospace & Defense
3971,WWE,Consumer Cyclical,Media - Diversified
3972,WWR,Basic Materials,Industrial Metals & Minerals
3973,WWW,Consumer Cyclical,Footwear & Accessories
3974,WY,Real Estate,REIT - Diversified
3975,WYND,Consumer Cyclical,Lodging
3976,WYNN,Consumer Cyclical,Resorts & Casinos
3977,WYY,Technology,Information Technology Services
3978,X,Basic Materials,Steel
3979,XAIR,Healthcare,Medical Devices
3980,XAN,Real Estate,REIT - Diversified
3981,XBIT,Healthcare,Biotechnology
3982,XEC,Energy,Oil & Gas E&P
3983,XEL,Utilities,Utilities - Regulated Electric
3984,XELA,Technology,Software - Infrastructure
3985,XELB,Consumer Cyclical,Apparel Manufacturing
3986,XENE,Healthcare,Biotechnology
3987,XENT,Healthcare,Medical Devices
3988,XERS,Healthcare,Biotechnology
3989,XGTI,NULL,NULL
3990,XHR,Real Estate,REIT - Hotel & Motel
3991,XLNX,Technology,Semiconductors
3992,XLRN,Healthcare,Biotechnology
3993,XNCR,Healthcare,Biotechnology
3994,XNET,Technology,Software - Application
3995,XOG,Energy,Oil & Gas E&P
3996,XOM,Energy,Oil & Gas Integrated
3997,XOMA,Healthcare,Biotechnology
3998,XON,Healthcare,Biotechnology
3999,XONE,Industrials,Diversified Industrials
4000,XPER,Technology,Semiconductor Equipment & Materials
4001,XPO,Industrials,Integrated Shipping & Logistics
4002,XRAY,Healthcare,Medical Instruments & Supplies
4003,XRF,Financial Services,Credit Services
4004,XRX,Technology,Information Technology Services
4005,XSPA,Consumer Cyclical,Personal Services
4006,XTNT,Healthcare,Medical Devices
4007,XYF,Financial Services,Credit Services
4008,XYL,Industrials,Diversified Industrials
4009,Y,Financial Services,Insurance - Property & Casualty
4010,YCBD,Healthcare,Drug Manufacturers - Specialty & Generic
4011,YELP,Technology,Internet Content & Information
4012,YETI,Consumer Cyclical,Leisure
4013,YEXT,Technology,Software - Infrastructure
4014,YGYI,Consumer Defensive,Packaged Foods
4015,YMAB,Healthcare,Biotechnology
4016,YNDX,Technology,Internet Content & Information
4017,YOGA,Consumer Cyclical,Personal Services
4018,YORW,Utilities,Utilities - Regulated Water
4019,YPF,Energy,Oil & Gas Integrated
4020,YRCW,Industrials,Trucking
4021,YRD,Financial Services,Credit Services
4022,YTEN,Basic Materials,Specialty Chemicals
4023,YTRA,Consumer Cyclical,Leisure
4024,YUM,Consumer Cyclical,Restaurants
4025,YUMC,Consumer Cyclical,Restaurants
4026,YY,Technology,Internet Content & Information
4027,Z,Real Estate,Real Estate Services
4028,ZAGG,Consumer Cyclical,Specialty Retail
4029,ZAYO,Technology,Communication Equipment
4030,ZBH,Healthcare,Medical Devices
4031,ZBRA,Technology,Communication Equipment
4032,ZEAL,Healthcare,Biotechnology
4033,ZEN,Technology,Software - Application
4034,ZEUS,Basic Materials,Steel
4035,ZFGN,Healthcare,Biotechnology
4036,ZG,Real Estate,Real Estate Services
4037,ZGNX,Healthcare,Biotechnology
4038,ZION,Financial Services,Banks - Regional - US
4039,ZIOP,Healthcare,Biotechnology
4040,ZIXI,Technology,Software - Application
4041,ZNGA,Technology,Electronic Gaming & Multimedia
4042,ZS,Technology,Software - Infrastructure
4043,ZSAN,Healthcare,Biotechnology
4044,ZTO,Industrials,Integrated Shipping & Logistics
4045,ZTS,Healthcare,Drug Manufacturers - Specialty & Generic
4046,ZUMZ,Consumer Cyclical,Specialty Retail
4047,ZUO,Technology,Software - Infrastructure
4048,ZVO,Consumer Defensive,Education & Training Services
4049,ZYME,Healthcare,Biotechnology
4050,ZYNE,Healthcare,Biotechnology
